No.,Plant,Electrical Room,Motor Name,Capacity [kW],Voltage [V],Current [A],RPM,Maker,Serial Number,When ?,Check ?,Check Date,Check Status,REASON,Remark,frame,Type,"Installed
  Qty",Standby,Spare,"Shaft 
 Dia","Base 
 Width","Base 
 Length",C,E,H,Operation,Remark
113,BF,PCI ER,Air Compressor Motor C,940,6000,138.3,422,Hyundai,20114860RMHE62003,EVERY TIME,NOT YET,2/27/2020,OK,,,630,HRQ3 633-58E,1,,0,180,1180,1800,315,300,630,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BF,Stockhouse ER,Charging Conveyor Motor A (S-1 B/C No.1),450,6000,53,1485,Siemens,ZY-CN3001883317001000001/2012 IM B3,EVERY TIME,NOT YET,,NOT CHECK,Load: < 60%,,-,1LA4 352-4AN60-Z,1,1,0,100,686,1000,224,165,355,3 running 1 standby,
115,BF,Stockhouse ER,Charging Conveyor Motor B (S-1 B/C No.2),450,6000,53,1485,Siemens,ZY-CN3001883317001000004/2012 IM B3,EVERY TIME,NOT YET,3/30/2020,NOT CHECK,Load: < 60%,,-,1LA4 352-4AN60-Z,1,,0,100,686,1000,224,165,355,,
116,BF,Stockhouse ER,Charging Conveyor Motor C (S-1 B/C No.3),450,6000,53,1485,Siemens,ZY-CN3001883317001000002/2012 IM B3,EVERY TIME,NOT YET,3/30/2020,NOT CHECK,Load: < 60%,,-,1LA4 352-4AN60-Z,1,,0,100,686,1000,224,165,355,,
117,BF,Stockhouse ER,Charging Conveyor Motor D (S-1 B/C No.4),450,6000,53,1485,Siemens,ZY-CN3001883317001000003/2012 IM B3,EVERY TIME,NOT YET,3/30/2020,NOT CHECK,Load: < 60%,,-,1LA4 352-4AN60-Z,1,,0,100,686,1000,224,165,355,,
118,BF,Stockhouse ER,O-1 Belt Conveyor,250,6000,31,1480,Siemens,ZY-CN3001883317002000001/2012 IM B3,EVERY TIME,NOT YET,3/30/2020,NOT CHECK,Load: < 60%,,-,1LA4 352-4AN60-Z,1,1,1,90,610,710,200,130,315,1 running 1 standby,
119,BF,Stockhouse ER,Stock House Bag Filter Fan,2000,6000,225,995,SHCT,A710Y12035,EVERY TIME,NOT YET,3/30/2020,OK,,,710,YKK710-6 2000KW,1,0,0,200,1400,1800,530,350,710,1 running,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,BLOWER,PCM ER,PCM Bag Filter Fan,670,6000,80.4,992,Hyundai,20121560RMH471001,EVERY TIME,NOT YET,,OK,,,-,-,1,0,1,-,-,-,-,-,-,1 running,
121,BLOWER,BLOWER ER,No.1 Synchronous motor,41000,11000,,3000,-,-,,,,NOT CHECK,Wound rotor type,,-,-,1,-,,-,-,-,-,-,-,,
122,BLOWER,BLOWER ER,No.2 Synchronous motor,41000,11000,,3000,-,-,,,,NOT CHECK,Wound rotor type,,-,-,1,-,,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,SMP,SMP ER,HV10-Boiler Circulation Pump 1,400,6000,46.5,1480,-,-,NOT EVERY TIME,NOT YET,4/13/2020,OK,,,355,HSFC,1,1,1,100,686,1000,224,165,355,2 Running 1 standby,
124,SMP,SMP ER,HV26-Boiler Circulation Pump 2,400,6000,46.5,1480,-,-,NOT EVERY TIME,NOT YET,4/13/2020,OK,,,355,HSFC,1,,,100,686,1000,224,165,355,,
125,SMP,SMP ER,HV27-Boiler Circulation Pump 3,400,6000,46.5,1480,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,HSFC,1,,,100,686,1000,224,165,355,,
126,SMP,SMP ER,HV11-Boiler Feed Pump 1,330,6000,37.7,2970,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,HSFC,1,1,1,70,686,1000,224,105,355,1 running 1 standby,
127,SMP,SMP ER,HV25-Boiler Feed Pump 2,330,6000,37.7,2970,-,-,NOT EVERY TIME,NOT YET,4/13/2020,OK,,,355,HSFC,1,,,70,686,1000,224,105,355,,
128,SMP,SMP ER,HV18-Lance Cooling Pump A,450,6000,52.4,1488,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,HLE5 352-48E,1,1,1,110,610,900,216,210,355,2 running 1 standby,
129,SMP,SMP ER,HV20-Lance Cooling Pump B,450,6000,52.4,1488,-,-,NOT EVERY TIME,NOT YET,4/13/2020,OK,,,355,HLE5 352-48E,1,,,110,610,900,216,210,355,,
130,SMP,SMP ER,HV12-Converter Air Cooling Fan 1,150,6000,17.4,1475,,,EVERY TIME,NOT YET,,OK,,,355M,TEFC,1,0,0,95,610,560,216,210,355,2 running,
131,SMP,SMP ER,HV36-Converter Air Cooling Fan 2,150,6000,17.4,1475,,,EVERY TIME,NOT YET,4/13/2020,OK,,,355M,TEFC,1,0,0,95,610,560,216,210,355,,
132,SMP,SMP ER,HV07-Inclined Belt Conveyor (No.2 B/C),185,6000,23.2,1482,-,-,EVERY TIME,NOT YET,4/13/2020,OK,,,280,HSFC,1,-,1,70,840,560,190,105,280,1 running,
133,SMP,SMP ER,HV08-BOF Main ID Fan,1400,6000,,1500,-,-,,,,NOT CHECK,Using inverter,,-,-,1,-,-,,,,,,,1 running,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,SMP,SMP WTP,Converter MCW Cooling Pump 1,224,6000,26.8,1484,-,-,EVERY TIME,NOT YET,,OK,,,315,HLES 312-48E,1,1,1,90,635,925,216,170,315,1 running 1 standby,
135,SMP,SMP WTP,Converter MCW Cooling Pump 2,224,6000,26.8,1484,-,-,EVERY TIME,NOT YET,,OK,,,315,HLES 312-48E,1,,,90,635,925,216,170,315,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SMP,Air Comp & N2,COA1-HV42 Air Comp 1,746,6000,84,2973,-,-,NOT EVERY TIME,NOT YET,4/14/2020,OK,,,355,TEAAC,1,1,0,80,830,1120,200,130,355,3 running 1 standby,
137,SMP,Air Comp & N2,COA1-HV43 Air Comp 2,746,6000,84,2973,-,-,NOT EVERY TIME,NOT YET,4/14/2020,OK,,,355,TEAAC,1,,0,80,830,1120,200,130,355,,
138,SMP,Air Comp & N2,COA1-HV44 Air Comp 3,746,6000,84,2973,-,-,NOT EVERY TIME,NOT YET,4/14/2020,OK,,,355,TEAAC,1,,0,80,830,1120,200,130,355,,
139,SMP,Air Comp & N2,COA1-HV45 Air Comp 4,746,6000,84,2973,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,TEAAC,1,,0,80,830,1120,200,130,355,,
140,SMP,Air Comp & N2,COA1-HV92 Nitrogen Booster 1,195,6000,24.9,989,-,-,NOT EVERY TIME,NOT YET,,OK,,,355M,HSFC,1,2,-,100,686,1000,224,165,355,1 running 2 standby,
141,SMP,Air Comp & N2,COA1-HV93 Nitrogen Booster 2,195,6000,24.9,989,-,-,NOT EVERY TIME,NOT YET,4/14/2020,OK,,,355M,HSFC,1,,-,100,686,1000,224,165,355,,
142,SMP,Air Comp & N2,COA1-HV94 Nitrogen Booster 3,195,6000,24.9,989,-,-,NOT EVERY TIME,NOT YET,,OK,,,355M,HSFC,1,,-,100,686,1000,224,165,355,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,SMP,RH ER,Laddle Lifting Pump No.1,185,6000,23.1,1475,-,-,NOT EVERY TIME,NOT YET,4/17/2020,NOT CHECK,Load: < 60%,,-,-,1,1,-,-,-,-,-,-,-,2 running 1 standby,
144,SMP,RH ER,Laddle Lifting Pump No.2,185,6000,23.1,1475,-,-,NOT EVERY TIME,NOT YET,4/17/2020,NOT CHECK,Load: < 60%,,-,-,1,,-,-,-,-,-,-,-,,
145,SMP,RH ER,Laddle Lifting Pump No.3,185,6000,23.1,1475,-,-,NOT EVERY TIME,NOT YET,,NOT CHECK,Load: < 60%,,-,-,1,,-,-,-,-,-,-,-,,
146,SMP,RH ER,Water Ring Pump No.1,280,6000,34,1483,-,-,EVERY TIME,NOT YET,4/17/2020,OK,,,-,-,1,1,-,-,-,-,-,-,-,3 running,
147,SMP,RH ER,Water Ring Pump No.2,280,6000,34,1483,-,-,EVERY TIME,NOT YET,4/17/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
148,SMP,RH ER,Water Ring Pump No.3,280,6000,34,1483,-,-,EVERY TIME,NOT YET,4/17/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
149,SMP,RH ER,Condenser Water Feed Pump A,400,6000,46.6,1488,-,-,NOT EVERY TIME,NOT YET,4/17/2020,OK,,,355,HSFC,1,1,1,100,686,1000,224,165,355,2 Running 1 standby,
150,SMP,RH ER,Condenser Water Feed Pump B,400,6000,46.6,1488,-,-,NOT EVERY TIME,NOT YET,4/17/2020,OK,,,355,HSFC,1,,,100,686,1000,224,165,355,,
151,SMP,RH ER,Condenser Water Feed Pump C,400,6000,46.6,1488,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,HSFC,1,,,100,686,1000,224,165,355,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,SMP,URB,URB ID Fan 1,560,6000,66,989,-,-,NOT EVERY TIME,NOT YET,,OK,,,500,GKK500-6,1,0,0,140,900,1250,475,250,500,2 running,
153,SMP,URB,URB ID Fan 2,560,6000,66,989,-,-,NOT EVERY TIME,NOT YET,,OK,,,500,GKK500-6,1,0,0,140,900,1250,475,250,500,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,SMP,KR & Conv Bag Filter,KR Bag Filter,1250,6000,149,996,-,-,NOT EVERY TIME,NOT YET,6/11/2020,OK,,,630,YKK630-6,1,0,0,160,1120,1600,530,300,630,1 running,
155,SMP,KR & Conv Bag Filter,Converter Bag Filter 1,1400,6000,166,996,-,-,NOT EVERY TIME,NOT YET,6/11/2020,OK,,,630,YKK630-6,1,0,0,160,1120,1600,530,300,630,2 running,
156,SMP,KR & Conv Bag Filter,Converter Bag Filter 2,1400,6000,166,996,-,-,NOT EVERY TIME,NOT YET,6/11/2020,OK,,,630,YKK630-6,1,0,0,160,1120,1600,530,300,630,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,CCP,MER,#1 Steam Exhaust Fan,160,6000,20.3,1485,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,"SD, TANYA MAKER",-,-,1,0,2,-,-,-,-,-,-,4 running,
158,CCP,MER,#2 Steam Exhaust Fan,160,6000,20.3,1485,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
159,CCP,MER,#3 Steam Exhaust Fan,160,6000,20.3,1485,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
160,CCP,MER,#4 Steam Exhaust Fan,160,6000,20.3,1485,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
161,CCP,MER,Machine Cooling Water Pump A,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,1,0,-,-,-,-,-,-,2 running 1 standby,
162,CCP,MER,Machine Cooling Water Pump B,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
163,CCP,MER,Machine Cooling Water Pump C,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,,OK,,,-,-,1,,,-,-,-,-,-,-,,
164,CCP,MER,Machine Recooling Pump A,280,6000,35.6,990,-,-,NOT EVERY TIME,NOT YET,,OK,,,-,-,1,1,1,-,-,-,-,-,-,2 running 1 standby,
165,CCP,MER,Machine Recooling Pump B,280,6000,35.6,990,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
166,CCP,MER,Machine Recooling Pump C,280,6000,35.6,990,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
167,CCP,MER,Mould Cooling Water Pump A,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,1,1,-,-,-,-,-,-,2 running 1 standby,
168,CCP,MER,Mould Cooling Water Pump B,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,,OK,,,-,-,1,,,-,-,-,-,-,-,,
169,CCP,MER,Mould Cooling Water Pump C,224,6000,26.8,1484,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,-,-,1,,,-,-,-,-,-,-,,
170,CCP,MER,Spray Cooling Pump A,520,6000,60.3,1489,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,355,HLE5 354-48E,1,1,1,110,610,900,224,210,355,2 running 1 standby,
171,CCP,MER,Spray Cooling Pump B,520,6000,60.3,1489,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,355,HLE5 354-48E,1,,,110,610,900,224,210,355,,
172,CCP,MER,Spray Cooling Pump C,520,6000,60.3,1489,-,-,NOT EVERY TIME,NOT YET,,OK,,,355,HLE5 354-48E,1,,,110,610,900,224,210,355,,
173,CCP,MER,#1 Air Mist Compressor,1566.6,6000,171.6,2972,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,450,HRQ3 455-28E,1,2,1,110,850,1400,480,210,450,2 running 2 standby,*1 spare on spot repair progress [Sept 2023]
174,CCP,MER,#2 Air Mist Compressor,1566.6,6000,171.6,2972,-,-,NOT EVERY TIME,NOT YET,,OK,,,450,HRQ3 455-28E,1,,,110,850,1400,480,210,450,,
175,CCP,MER,#3 Air Mist Compressor,1566.6,6000,171.6,2972,-,-,NOT EVERY TIME,NOT YET,3/31/2020,OK,,,450,HRQ3 455-28E,1,,,110,850,1400,480,210,450,,
176,CCP,Air Comp ER,No.4 Air Compressor VCB,1417.4,6000,155.2,2975,Hyundai,20120152RMH064004,EVERY TIME,NOT YET,,NOT CHECK,"No PTT in the panel, dangerous to check (Moving from PM)",,-,-,1,,,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PM,Air Comp ER,No.1 Air Compressor VCB,1417.4,6000,155.2,2975,Hyundai,20120152RMH064001,EVERY TIME,NOT YET,4/22/2020,OK,,,450,HRQ3 455-28E,1,1,0,110,850,1400,480,210,450,2 running 1 standby,
178,PM,Air Comp ER,No.2 Air Compressor VCB,1417.4,6000,155.2,2975,Hyundai,20120152RMH064002,EVERY TIME,NOT YET,4/22/2020,OK,,,450,HRQ3 455-28E,1,,0,110,850,1400,480,210,450,,
179,PM,Air Comp ER,No.3 Air Compressor VCB,1417.4,6000,155.2,2975,Hyundai,20120152RMH064003,EVERY TIME,NOT YET,4/22/2020,OK,,,450,HRQ3 455-28E,1,,0,110,850,1400,480,210,450,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PM,MER,No.1 Descalling Pump,3300,6000,362,1480,TMEIC,D12X012GL,NOT EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,1,-,-,-,-,-,-,-,2 running 1 standby,
181,PM,MER,No.2 Descalling Pump,3300,6000,362,1480,TMEIC,D12X010GL,NOT EVERY TIME,NOT YET,,OK,,,-,-,1,,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PM,WTP ER,Direct Cooling Water Feed Pump A,470,6000,55.4,1488,Hyundai,20115760RMHH22001,EVERY TIME,NOT YET,,OK,,,355,HLE5 352-48E,1,1,0,110,610,900,216,210,355,2 running 1 standby,
183,PM,WTP ER,Direct Cooling Water Feed Pump B,470,6000,55.4,1488,Hyundai,20115760RMHH22002,EVERY TIME,NOT YET,,OK,,,355,HLE5 352-48E,1,,0,110,610,900,216,210,355,,
184,PM,WTP ER,Direct Cooling Water Feed Pump C,470,6000,55.4,1488,Hyundai,20115760RMHH22003,EVERY TIME,NOT YET,4/15/2020,OK,,,355,HLE5 352-48E,1,,0,110,610,900,216,210,355,,
185,PM,WTP ER,Scale Water Feed Pump B,320,6000,38.2,1488,Hyundai,20115760RMH21003,EVERY TIME,NOT YET,4/15/2020,OK,,,-,-,1,1,-,-,-,-,-,-,-,2 running 1 standby,
186,PM,WTP ER,Scale Water Feed Pump C,320,6000,38.2,1488,Hyundai,20115760RMH21002,EVERY TIME,NOT YET,4/15/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
187,PM,WTP ER,Scale Water Feed Pump D,320,6000,38.2,1488,Hyundai,20115760RMH21001,EVERY TIME,NOT YET,4/15/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PM,FM,FM Main Motor Top,8000,3100,1575,50/110,TMEIC,-,,,,NOT CHECK,Wound rotor type,,-,-,1,0,-,-,-,-,-,-,-,2 running,
189,PM,FM,FM Main Motor Bottom,8000,3100,1575,50/110,TMEIC,-,,,,NOT CHECK,Wound rotor type,,-,-,1,,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,AUX,WSF,Water Supply Pump A,260,6000,32.6,990,-,-,EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,1 running 2 standby,
191,AUX,WSF,Water Supply Pump B,260,6000,32.6,990,-,-,EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
192,AUX,WSF,Water Supply Pump C,260,6000,32.6,990,-,-,EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,AUX,Gas Holder ER,LDG Booster No.1,350,6000,41.5,1481,-,-,EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,1 running 1 standby,
194,AUX,Gas Holder ER,LDG Booster No.2,350,6000,41.5,1481,-,-,EVERY TIME,NOT YET,6/10/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,,
195,AUX,Gas Holder ER,COG Booster No.1,350,6000,40,2974,-,-,EVERY TIME,NOT YET,4/22/2020,OK,,,-,-,1,,-,-,-,-,-,-,-,2 running 1 standby,
196,AUX,Gas Holder ER,COG Booster No.2,350,6000,40,2974,-,-,EVERY TIME,NOT YET,6/10/2020,NOT CHECK,Load: < 60%,,-,-,1,,-,-,-,-,-,-,-,,
197,AUX,Gas Holder ER,COG Booster No.3,350,6000,40,2974,Siemens,N-L91574375010001,,,,OK,,,-,-,1,,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,HRP,SH01,Combustion air Fan Motor #1,450,6000,53.8,1489,Weg,1.04E+09,,,,,,,400,400J/H-04,1,0,1,-,-,-,-,-,-,2 Running,
199,HRP,SH01,Combustion air Fan Motor #2,450,6000,53.8,1489,Weg,-,,,,,,,400,400J/H-04,1,0,,-,-,-,-,-,-,,
200,HRP,SH01,Edger Main Motor OS,1500,1750/ 2310,589/ .456,170/ 590,TMEIC,K183030RM,,,,,,,-,ICR-CVKM,1,0,0,-,-,-,-,-,-,Running,
201,HRP,SH01,Edger Main Motor DS,1500,1750/ 2310,589/ .456,170/ 590,TMEIC,-,,,,,,,-,ICR-CVKM,1,0,0,-,-,-,-,-,-,Running,
202,HRP,SH01,RM Main Motor Top,8500,3300,1560,60/100,TMEIC,K183230RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
203,HRP,SH01,RM Main Motor Bottom,8500,3300,1560,60/100,TMEIC,K183240RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
204,HRP,SH02,LP DESCALING PUMP #1,600,6000,70.4,2985,JIAMUSI,17JQ-0125-02,,,,,,,450,Y2 450-2,1,1,1,-,-,-,-,-,-,1 running 1 standby,
205,HRP,SH02,LP DESCALING PUMP #2,600,6000,70.4,2985,JIAMUSI,17JQ-0125-01,,,,,,,450,Y2 450-2,1,,,-,-,-,-,-,-,,
206,HRP,SH02,HP DESCALING PUMP #1,2800,6000,317.9,2991,JIAMUSI,17JQ-0124-03,,,,,,,560,YKS 560-2,1,1,1,-,-,-,-,-,-,2 Running 1 standby,
207,HRP,SH02,HP DESCALING PUMP #2,2800,6000,317.9,2991,JIAMUSI,17JQ-0124-01,,,,,,,560,YKS 560-2,1,,,-,-,-,-,-,-,,
208,HRP,SH02,HP DESCALING PUMP #3,2800,6000,317.9,2991,JIAMUSI,17JQ-0124-04,,,,,,,560,YKS 560-2,1,,,-,-,-,-,-,-,,
209,HRP,SH02,F1 MAIN MOTOR,8000,3300,1445,230/ 600,TMEIC,K183250RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
210,HRP,SH02,F2 MAIN MOTOR,10000,3300,1815,240/ 560,TMEIC,K183260RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
211,HRP,SH02,F3 MAIN MOTOR,10000,3300,1815,240/ 560,TMEIC,K183270RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
212,HRP,SH02,F4 MAIN MOTOR,10000,3300,1815,240/ 560,TMEIC,K183280RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
213,HRP,SH02,F5 MAIN MOTOR,10000,3300,1815,240/ 560,TMEIC,K183290RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
214,HRP,SH02,F6 MAIN MOTOR,8000,3300,1445,230/ 600,TMEIC,K183210RH,,,,,,,-,SSCR-CHPCM-DM,1,0,0,-,-,-,-,-,-,Running,
